Index,text
119,"מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. בכפר."
120,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים בסיפורים נשכחים. כשהשעון צלצל חצות."
121,"שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. כשהשעון צלצל."
122,"בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. הצייר ערבב את הצבעים בקפידה."
123,"בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. בכל."
124,"למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. בכל בוקר, האופה מתעורר לפני עלות השחר."
125,"ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. כשהשעון צלצל חצות."
126,"למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. שביל ההרים היה תלול."
127,"הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. פנקסה."
128,"למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. החתול הסקרן."
129,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. הצייר ערבב את הצבעים בקפידה, משלב גוונים."
130,"מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע."
131,"חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. מבעד לערפל, המגדלור זרח בבהירות."
132,"כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף."
133,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. אחרי שנים של מחקר, המדען גילה סוף סוף."
134,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. אחרי שנים של מחקר, המדען גילה סוף סוף."
135,"כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. החתול הסקרן קפץ בחן על הגדר הגבוהה."
136,"כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה."
137,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד."
138,"אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים בסיפורים נשכחים. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה."
139,"אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים."
140,"מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים בסיפורים נשכחים. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה."
141,"בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות."
142,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין."
143,"כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים."
144,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא."
145,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם."
146,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים."
147,"בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד."
148,"שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט."
149,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים."
150,"בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס."
151,"מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. תחת."
152,"הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה."
153,"בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. אחרי שנים."
154,"בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה."
155,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול."
156,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים."
157,"ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון."
158,"התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק."
159,"בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. חנות הספרים הישנה."
160,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. תחת."
161,"קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים בסיפורים נשכחים. אחרי שנים של מחקר, המדען גילה סוף סוף."
162,"תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות."
163,"שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. היא פתחה את התיבה המאובקת."
164,"למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות."
165,"הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. כשהשעון."
166,"אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. אורות הפסטיבל נצצו."
167,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. קבוצת."
168,"תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה."
169,"אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים בסיפורים נשכחים. התזמורת החלה לנגן."
170,"מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. מבעד לערפל, המגדלור."
